239454,623,SUB,14.0,2015-01-01,2021
213338,203,SUB,11.0,2018-01-01,2020
199002,22,RCM,8.0,2016-06-23,2020
241497,458,SUB,31.0,2018-07-01,2023
240729,149,SUB,8.0,2017-07-01,2020
215129,633,LM,10.0,2018-01-03,2020
238936,538,SUB,20.0,2016-07-01,2020
234072,135,RES,56.0,2015-07-01,2022
223320,42,SUB,99.0,2017-07-05,2019
208984,579,SUB,13.0,2016-07-01,2021
177495,84,SUB,19.0,2018-07-01,2019
239703,236,SUB,17.0,2018-07-01,2020
235095,345,RES,28.0,2016-07-07,2021
208983,535,SUB,17.0,2007-07-01,2020
186198,396,RCM,8.0,2017-07-01,2019
238678,527,LCB,25.0,2013-07-01,2019
181844,611,SUB,19.0,2017-01-18,2020
240212,239,SUB,30.0,2017-07-11,2020
233812,186,SUB,4.0,2018-08-31,2021
162388,418,SUB,5.0,2019-01-05,2021
227668,615,SUB,1.0,2015-08-10,2019
210772,258,GK,21.0,2017-07-01,2019
193875,101,RB,19.0,2011-07-01,2020
233043,506,SUB,3.0,2019-01-07,2021
232787,418,LF,11.0,2019-01-06,2023
214099,490,SUB,10.0,"","Jun 30, 2019"
203347,492,LW,15.0,2018-01-12,2019
246098,474,RB,30.0,2017-07-01,2019
244305,273,SUB,30.0,2018-07-01,2020
240209,138,RES,8.0,2017-12-01,2021
211793,399,SUB,17.0,"","May 31, 2019"
246608,496,RES,36.0,2016-07-01,2019
235856,16,GK,40.0,2018-08-28,2021
227920,652,RES,38.0,2015-08-30,2020
230223,583,SUB,19.0,2018-01-01,2021
219471,515,SUB,25.0,2017-08-09,2019
244046,123,SUB,9.0,2018-07-01,2021
226382,191,SUB,15.0,2018-07-23,2019
224590,292,SUB,21.0,2018-07-01,2020
241741,650,SUB,10.0,2018-07-01,2020
232269,329,SUB,37.0,2019-01-13,2021
224589,236,SUB,31.0,2019-01-31,2019
210253,190,LB,5.0,2017-07-01,2019
200525,494,RES,28.0,2018-07-25,2021
199245,177,SUB,12.0,2010-01-01,2022
193608,103,RCM,8.0,2009-07-01,2019
239944,622,RM,11.0,2018-08-31,2021
172872,679,LDM,8.0,2017-01-31,2020
221768,523,SUB,18.0,2014-07-07,2019
217160,147,RDM,10.0,2017-01-28,2019
215368,367,RM,26.0,2015-07-01,2019
239431,444,LWB,23.0,2017-06-28,2020
221511,189,LS,9.0,2018-08-10,2023
243014,208,RM,19.0,2018-07-01,2021
239686,263,RCB,16.0,2017-07-01,2019
220230,300,LCB,5.0,"","Jun 30, 2019"
244037,452,RES,21.0,2017-07-12,2020
240453,641,SUB,4.0,"","Jun 30, 2019"
237893,639,SUB,17.0,2016-07-01,2019
204101,263,SUB,10.0,2018-07-01,2021
217156,76,GK,12.0,2012-02-04,2019
213316,299,SUB,45.0,2019-01-22,2023
204100,540,SUB,27.0,2018-01-01,2019
244547,452,SUB,22.0,2018-07-13,2021
237635,2,LW,11.0,2017-02-03,2019
216387,357,SUB,14.0,2018-07-01,2020
199747,217,LB,14.0,2016-02-01,2022
199491,43,LB,3.0,2018-07-07,2020
241985,502,SUB,26.0,2017-07-12,2022
231489,686,GK,1.0,2013-11-22,2019
214081,345,SUB,4.0,2015-06-27,2023
193344,241,LM,11.0,2017-03-01,2020
239936,632,SUB,26.0,2016-07-01,2020
231488,685,SUB,29.0,2016-07-15,2019
229440,634,SUB,20.0,2014-06-30,2019
193087,374,SUB,77.0,2018-02-01,2021
231743,55,SUB,17.0,2015-12-01,2020
226879,345,RES,34.0,2018-07-01,2023
147007,10,SUB,22.0,2018-07-06,2020
206399,425,RB,17.0,2017-06-01,2019
205887,74,ST,9.0,2019-01-01,2021
199231,630,RES,23.0,2015-02-02,2022
242238,440,SUB,26.0,2018-07-01,2022
221502,616,LS,7.0,2019-01-16,2023
213566,384,SUB,19.0,2019-01-15,2020
208958,437,SUB,1.0,2019-02-17,2019
197950,44,SUB,10.0,2019-01-04,2022
192317,55,SUB,12.0,2013-07-01,2019
241981,164,SUB,31.0,2015-07-01,2019
230458,456,SUB,16.0,2018-01-01,2021
224570,412,SUB,11.0,2014-08-01,2019
187193,479,RES,49.0,2019-01-06,2019
243001,510,SUB,21.0,"",""
219449,236,SUB,6.0,2018-07-01,2020
211001,183,SUB,21.0,2017-07-01,2019
237368,411,SUB,15.0,2017-07-01,2020
212024,52,SUB,20.0,2018-07-01,2020
229175,211,LB,27.0,2015-07-01,2020
228151,141,CDM,24.0,"","Jun 30, 2019"
202295,299,RES,28.0,2019-01-07,2020
201527,436,RWB,4.0,2017-01-17,2020
184630,98,SUB,28.0,2017-07-01,2020
243510,544,SUB,40.0,2018-03-31,2020
241462,286,RES,19.0,"","Jun 30, 2019"
